disease,drug_name,n_lines,spearman,spearman_lo,perm_mean,perm_sd,perm_p
ALL,GSK525762A,22,-0.085940146809712,-0.3626966516037923,-0.0903,0.28,0.4455
ALL,erlotinib,23,-0.0229249011857707,-0.2086351357995214,-0.1309,0.2612,0.3762
ALL,Afuresertib,22,0.1186900056465273,0.0784772390168937,-0.0164,0.2723,0.3564
ALL,Palbociclib,22,0.0866177300959909,-0.0117332015093031,-0.0537,0.2701,0.297
ALL,BRD-K88742110,22,-0.1236589497459062,-0.2431866909082506,-0.1103,0.2599,0.5149
ALL,doxorubicin,23,0.1517786561264822,0.0311019463430797,-0.1038,0.2854,0.2772
ALL,Uprosertib,22,0.2027103331451158,0.1332069470412403,-0.0337,0.2604,0.1683
ALL,tanespimycin,21,-0.3675324675324675,-0.4696366114167737,-0.0617,0.2663,0.8911
ALL,lapatinib,23,0.2561264822134387,0.1682492620825547,-0.0623,0.2477,0.1089
ALL,nutlin-3,23,0.5290513833992095,0.4986152928775464,-0.0138,0.2632,0.0099
ALL,Taselisib,22,-0.4220214568040655,-0.6146649025677532,-0.0717,0.2755,0.8911
ALL,dabrafenib,23,-0.0535573122529644,-0.0959338446857071,-0.1067,0.2485,0.4455
ALL,PRIMA-1-Met,21,-0.5174025974025974,-0.5873011685463189,-0.1038,0.2751,0.9406
ALL,MK-1775,23,0.324901185770751,0.2722925964312136,-0.0614,0.2868,0.0891
ALL,temozolomide,23,-0.1387351778656126,-0.3018725998846842,-0.1226,0.2538,0.505
ALL,Vismodegib,20,-0.0039097744360902,-0.1751404652414601,-0.0607,0.2531,0.4257
ALL,GDC0810,22,-0.28514963297572,-0.413085625970952,-0.0996,0.2812,0.7327
ALL,AGI-6780,21,0.0451948051948052,-0.067040402374753,-0.0663,0.2722,0.3564
ALL,Serdemetan,20,0.0769924812030075,-0.1012451006024776,-0.0953,0.2739,0.2673
ALL,cyclophosphamide,22,0.1984189723320158,0.1228910714623587,-0.0707,0.2505,0.1782
ALL,Buparlisib,22,0.0649350649350649,-0.0217656439435718,-0.0561,0.2709,0.3663
ALL,foretinib,23,-0.1177865612648221,-0.2297714276047794,-0.0879,0.2851,0.5347
ALL,selumetinib,23,0.3213438735177866,0.2902868108322747,-0.068,0.2412,0.0495
ALL,JQ-1,21,-0.1553246753246753,-0.3676964497640118,-0.1013,0.2418,0.6238
ALL,Wee1 Inhibitor,22,0.214455110107284,0.0436361395971164,-0.0801,0.2734,0.1782
ALL,Oxaliplatin,22,0.4662902315076229,0.4359120448198545,-0.1233,0.2607,0.0198
ALL,AZD6738,22,-0.0030491247882552,-0.2243701987128299,-0.0753,0.243,0.3663
ALL,VE821,22,-0.1125917560700169,-0.206336570192288,-0.0703,0.2737,0.5941
ALL,PD173074,22,0.0021456804065499,-0.054362504485298,-0.0821,0.2946,0.3861
ALL,olaparib,23,0.4304347826086957,0.3535388688715561,-0.0846,0.2506,0.0099
ALL,SN-38,23,-0.4871541501976284,-0.6474693602770974,-0.0919,0.2515,0.9703
ALL,AGI-5198,22,-0.244042913608131,-0.4090333555370997,-0.1139,0.2905,0.6733
ALL,Vinorelbine,22,0.1424054206662902,0.0904975686930982,-0.0625,0.2574,0.2178
ALL,fluorouracil,23,0.5005928853754942,0.4531221386673466,-0.07,0.2426,0.0099
ALL,MK-8776,22,0.0222473178994918,-0.1163666209955274,-0.0693,0.2753,0.3861
ALL,OTX015,21,-0.1483116883116882,-0.2614038017224053,-0.0941,0.2924,0.5842
ALL,Lenalidomide,20,0.0165413533834586,-0.1356981430224608,-0.0463,0.2922,0.4356
ALL,Ipatasertib,22,0.2374929418407679,0.120257140068426,-0.0455,0.2858,0.198
ALL,bortezomib,23,0.1428853754940711,0.125950082850652,-0.0953,0.2517,0.2178
ALL,GW441756,22,-0.1677018633540372,-0.2947289505903807,-0.0775,0.2752,0.6139
ALL,SCH772984,22,0.1277244494635799,0.0718527659497529,-0.1144,0.2585,0.1782
ALL,ruxolitinib,22,-0.2054206662902315,-0.3617913012223525,-0.0658,0.2575,0.6832
ALL,nilotinib,23,-0.1274703557312252,-0.255699299302521,-0.0599,0.2852,0.6139
ALL,staurosporine,22,-0.0848108413325804,-0.3101847776618581,-0.0806,0.2603,0.495
ALL,YK 4-279,23,-0.2199604743083004,-0.3537435581125032,-0.0949,0.263,0.6733
ALL,Rucaparib,20,-0.0917293233082706,-0.2092180980417133,-0.0823,0.2852,0.4851
ALL,ABT-737,23,0.3511857707509881,0.2784615703518854,-0.0677,0.2819,0.0891
ALL,Talazoparib,22,0.281535855448899,0.1928451578637082,-0.0937,0.2618,0.1188
ALL,AZD7762,23,-0.0517786561264822,-0.1797903610985344,-0.0522,0.2814,0.5248
ALL,LY2109761,21,-0.2355844155844156,-0.3105332488195353,-0.0996,0.2821,0.6733
ALL,AT13148,22,-0.1128176171654432,-0.1978165466290979,-0.0799,0.2685,0.5446
ALL,PFI3,21,-0.3163636363636363,-0.3879429768430726,-0.0617,0.2614,0.7921
ALL,entinostat,22,-0.1453416149068323,-0.1944350673241939,-0.0784,0.2926,0.604
ALL,SGC0946,22,-0.350197628458498,-0.4142903451265494,-0.1515,0.2395,0.7723
ALL,NU7441,20,-0.0493233082706766,-0.2367013139391922,-0.0934,0.2921,0.4554
ALL,SB216763,22,0.5507622811970639,0.4978689680745561,-0.1201,0.2966,0.0099
ALL,AZD5363,22,0.0906832298136646,-0.0202857943609518,-0.0169,0.2705,0.3267
ALL,WEHI-539,21,0.5181818181818182,0.4684509059001835,-0.1017,0.2911,0.0198
ALL,navitoclax,23,-0.0353754940711462,-0.1215697513253047,-0.1197,0.2915,0.3762
ALL,veliparib,21,-0.0768831168831168,-0.1770117349964677,-0.1128,0.2957,0.4455
ALL,NVP-BEZ235,23,0.2610671936758894,0.0631816082177289,-0.1097,0.2435,0.0495
ALL,OSI-027,23,-0.3094861660079052,-0.4225759706340853,-0.0954,0.2716,0.7723
ALL,VE-822,21,-0.3353246753246753,-0.452974251651653,-0.0934,0.2646,0.7921
ALL,Wnt-C59,21,0.265974025974026,0.1374792384796566,-0.0532,0.2785,0.1386
ALL,XAV939,21,-0.0748051948051947,-0.1637199297069231,-0.0499,0.2731,0.5347
ALL,CCT007093,20,-0.5157894736842105,-0.6398978348794159,-0.1132,0.2972,0.9109
ALL,JNK Inhibitor VIII,22,0.2004517221908526,0.1139830077932385,-0.0488,0.27,0.2079
ALL,Ulixertinib,22,-0.1295313382269904,-0.274200176782951,-0.098,0.2602,0.5545
ALL,crizotinib,23,-0.0104743083003952,-0.0912782475714969,-0.122,0.267,0.3465
ALL,AZD8055,20,-0.0006015037593984,-0.0461152093448799,-0.14,0.2812,0.3267
ALL,AMG-319,22,0.1412761151891586,0.0191340010009442,-0.0833,0.2489,0.1782
ALL,GDC-0941,23,0.2494071146245059,0.1479727072818585,-0.0763,0.2692,0.1584
ALL,trametinib,23,0.0353754940711462,-0.1159353361186284,-0.0894,0.2764,0.3366
ALL,AZD8186,22,0.394240542066629,0.2877890956222854,-0.0834,0.2492,0.0396
ALL,ABT-199,23,0.6191699604743083,0.554854399616913,-0.0254,0.2712,0.0099
ALL,BMS-754807,21,-0.2444155844155844,-0.3253410250516956,-0.0428,0.2715,0.7921
ALL,EHT-1864,20,0.2036090225563909,0.144893478407897,-0.0729,0.2749,0.1881
ALL,NVP-ADW742,23,-0.3731225296442688,-0.4406890499788584,-0.0319,0.2682,0.901
ALL,EPZ5676,22,-0.3296442687747035,-0.4263125153427782,-0.0981,0.2682,0.8119
ALL,BMS-345541,21,-0.1449350649350649,-0.2245252051109883,-0.1166,0.2792,0.5149
ALL,MST-312,23,0.0294466403162055,-0.0835187134335497,-0.0984,0.2774,0.3861
ALL,sorafenib,23,-0.3863636363636363,-0.462389749298536,-0.0639,0.262,0.8416
ALL,SB590885,20,-0.0875187969924811,-0.1543753524135472,-0.1266,0.2867,0.4653
ALL,KRAS (G12C) Inhibitor-12,21,-0.5168831168831168,-0.6271779883762463,-0.1191,0.2921,0.9307
ALL,GSK1904529A,22,0.2110671936758893,0.098354250892798,-0.0481,0.2837,0.1683
ALL,pevonedistat,23,-0.0877470355731225,-0.3825096500458215,-0.1052,0.2624,0.4752
ALL,BIRB-796,23,-0.0436758893280632,-0.1149617727159957,-0.0735,0.2975,0.5149
ALL,Luminespib,22,-0.0242800677583286,-0.0560257490358371,-0.1103,0.2844,0.396
ALL,RVX-208,21,-0.2228571428571428,-0.2807101226656822,-0.043,0.305,0.7327
ALL,tamoxifen,23,0.2260869565217391,0.1738073797235511,-0.0906,0.2475,0.099
ALL,azacitidine,20,-0.1966917293233082,-0.3078485554744718,-0.0827,0.28,0.6436
ALL,ZM447439,20,-0.4225563909774436,-0.570979145726922,-0.1389,0.2692,0.8614
ALL,bleomycin A2,20,-0.1395488721804511,-0.2451469582875093,-0.1187,0.2676,0.5248
ALL,Niraparib,21,0.4966233766233767,0.4773786628488238,-0.0911,0.2583,0.0198
ALL,BIBR-1532,23,0.2098814229249012,0.163275904654026,-0.0958,0.2976,0.1881
ALL,dinaciclib,22,0.2564652738565782,0.1865836792365756,-0.0806,0.2524,0.0891
ALL,linsitinib,23,0.2974308300395257,0.2073351044852115,-0.0558,0.2442,0.099
ALL,MN-64,21,-0.101038961038961,-0.1437571186740409,-0.1049,0.2781,0.505
ALL,Sepantronium bromide,22,0.6377188029361943,0.6059083690969327,-0.0915,0.2673,0.0099
ALL,sirolimus,23,-0.0132411067193675,-0.1356859387719044,-0.064,0.2572,0.4455
ALL,UNC0638,20,0.0466165413533834,-0.0808618278942609,-0.0476,0.2701,0.4257
ALL,Motesanib,20,0.2553383458646616,0.1952640649752766,-0.0433,0.2657,0.1485
ALL,Sabutoclax,21,-0.1857142857142857,-0.3911420876744435,-0.0794,0.2719,0.5941
ALL,paclitaxel,23,-0.150790513833992,-0.2345284073327252,-0.0877,0.2528,0.6238
ALL,Refametinib,20,0.0604511278195488,-0.1072549123229487,-0.0424,0.3078,0.3762
ALL,BRD-K35604418,20,0.0514285714285714,0.0064061319633262,-0.0867,0.2912,0.3861
ALL,Ribociclib,22,-0.1286278938452851,-0.2011956102102081,-0.0935,0.2689,0.5545
ALL,axitinib,23,0.0725296442687747,-0.068700588429488,-0.0722,0.264,0.2871
ALL,Dactinomycin,22,0.2291360813099943,0.1571989818884835,-0.0781,0.2794,0.1584
ALL,P22077,22,-0.3556182947487295,-0.5025922935011246,-0.0998,0.2692,0.8317
ALL,WIKI4,22,-0.0389610389610389,-0.1451530547053771,-0.0725,0.2558,0.4158
ALL,CZC24832,21,-0.3109090909090909,-0.5057862049753067,-0.1023,0.2814,0.7723
ALL,WZ4003,21,-0.2454545454545454,-0.3757161766510857,-0.0675,0.2779,0.7228
ALL,gemcitabine,23,0.2357707509881423,0.1046297185872746,-0.1118,0.2619,0.099
ALL,Picolinici-acid,21,-0.4085714285714285,-0.509146199901515,-0.0331,0.2928,0.901
ALL,GSK2606414,21,-0.2657142857142857,-0.5277955020708611,-0.0466,0.273,0.7921
ALL,BYL-719,23,0.2391304347826087,0.1547979832571711,-0.0934,0.2609,0.1089
ALL,PD0325901,22,-0.1132693393562959,-0.2022633406121446,-0.0671,0.2829,0.5743
ALL,AZ960,21,-0.2262337662337662,-0.3029039388688975,-0.064,0.2826,0.7228
ALL,AGK-2,22,-0.0565782044042913,-0.1914847077986605,-0.0614,0.2695,0.4455
ALL,GSK591,22,0.0717108977978543,-0.081639038732776,-0.0844,0.2669,0.297
ALL,PRT062607,21,-0.215064935064935,-0.3153203048640322,-0.1172,0.2797,0.6238
ALL,PFI-1,22,-0.1591191417278374,-0.2781408283378209,-0.1422,0.2641,0.5347
ALL,MG-132,22,-0.100395256916996,-0.194682551026834,-0.1157,0.2601,0.4554
ALL,Bosutinib,20,-0.3007518796992481,-0.4388322368886442,-0.1036,0.3,0.7228
ALL,LCL161,20,-0.3428571428571428,-0.4487124038888395,-0.0488,0.2744,0.8713
ALL,cytarabine hydrochloride,20,-0.186766917293233,-0.3394605148565955,-0.1386,0.2789,0.5941
ALL,Lestaurtinib,20,-0.105563909774436,-0.3018316493435458,-0.0857,0.3002,0.505
ALL,MK-2206,23,-0.1796442687747035,-0.4747884047344462,-0.0636,0.2617,0.6535
ALL,GSK343,22,0.1760587238848108,0.0582721668643584,-0.0613,0.2637,0.198
ALL,afatinib,23,0.4383399209486165,0.4021137272644317,-0.0526,0.2823,0.0396
ALL,Irinotecan,22,-0.2779220779220779,-0.389125292846161,-0.0815,0.2675,0.7327
ALL,Pyridostatin,22,-0.4075663466967816,-0.5273737149848051,-0.0524,0.2539,0.9109
ALL,Leflunomide,21,0.2402597402597402,0.153188077934014,-0.1169,0.2685,0.1287
ALL,AZD4547,23,0.0772727272727272,0.0536760402809364,-0.085,0.2716,0.3069
ALL,Camptothecin,22,-0.233201581027668,-0.3889984252115523,-0.0957,0.2495,0.7327
ALL,ML323,21,-0.0979220779220779,-0.3407090750006142,-0.0865,0.2735,0.5347
ALL,fulvestrant,22,0.1175607001693958,0.0327579720591898,-0.07,0.2611,0.2772
ALL,vorinostat,23,-0.0877470355731225,-0.1894691084895788,-0.0275,0.272,0.6238
ALL,GSK2578215A,22,-0.3077096987996467,-0.4603827712185437,-0.0982,0.267,0.7921
ALL,AZ6102,22,-0.2119706380575946,-0.3317305607968079,-0.0288,0.2647,0.7723
ALL,IWP-2,21,-0.4254545454545455,-0.565677904468738,-0.1084,0.2881,0.8416
ALL,I-BRD9,22,0.1243365330321852,0.0050804471108489,-0.0828,0.3212,0.3168
ALL,VX-11e,22,-0.2271033314511576,-0.3681301273860002,-0.0625,0.2663,0.6931
ALL,EPZ004777,22,-0.4538678712591756,-0.528351318030234,-0.0922,0.2883,0.8812
ALL,Avagacestat,20,0.4042105263157894,0.3234913654164832,-0.0603,0.2691,0.0495
ALL,RO-3306,22,-0.3217391304347826,-0.4323415433800548,-0.1063,0.3117,0.703
ALL,GNE-317,22,0.4154714850367025,0.2900149959393807,-0.0401,0.2813,0.0396
ALL,BI-2536,20,0.0815037593984962,0.0182870008644114,-0.0615,0.2837,0.3465
ALL,KU-55933,23,0.0725296442687747,-0.0448826797433585,-0.1387,0.3067,0.2772
ALL,Entospletinib,21,-0.0846753246753246,-0.2605778371198532,-0.0688,0.2858,0.5446
ALL,cediranib,23,0.1976284584980237,0.1003942888637155,-0.1079,0.2806,0.1881
ALL,LGK974,22,-0.2266516092603049,-0.3560240264446109,-0.0144,0.2724,0.7921
ALL,Savolitinib,22,-0.3472614342179559,-0.464882327340303,-0.0932,0.2512,0.8515
ALL,ibrutinib,22,-0.1105590062111801,-0.2538209963300096,-0.1303,0.2946,0.4455
ALL,Mirin,21,-0.2303896103896103,-0.3220493043893845,-0.0376,0.2655,0.7723
ALL,OF-1,21,-0.3571428571428571,-0.5048011627223659,-0.0992,0.2628,0.8416
ALL,LJI308,22,-0.152343308865048,-0.234236354372767,-0.0471,0.2668,0.6436
ALL,NSC19630,23,-0.2049407114624506,-0.4118474840334256,-0.111,0.2741,0.6634
ALL,PLX-4720,23,0.0664031620553359,-0.1103555603773559,-0.075,0.2664,0.3366
ALL,dasatinib,23,0.0523715415019762,-0.0678011874809391,-0.0506,0.2699,0.3861
ALL,docetaxel,23,-0.067193675889328,-0.1789515448522479,-0.0951,0.263,0.4653
ALL,alisertib,23,0.100395256916996,0.0152425955505603,-0.082,0.246,0.2178
ALL,BMS-536924,23,0.1349802371541502,0.0175774977954634,-0.1192,0.2875,0.198
BLCA,GSK525762A,25,0.1747692307692307,0.0653286304040828,-0.067,0.274,0.2475
BLCA,erlotinib,24,0.0733913043478261,-0.1425116949737859,-0.0505,0.2498,0.3465
BLCA,BMS-270394,23,-0.1411067193675889,-0.2320816262870933,-0.082,0.2977,0.5743
BLCA,KU 0060648,22,0.0199887069452286,-0.1570675766401394,-0.1186,0.2604,0.3267
BLCA,Merck60,23,0.2132411067193675,0.116222437414156,-0.0892,0.2965,0.1683
BLCA,pyrazolanthrone,22,-0.2167137210615472,-0.3668700507280167,-0.0309,0.3034,0.7129
BLCA,BRD-K97651142,21,0.1192207792207792,0.0443333507554569,-0.1005,0.2705,0.2277
BLCA,Compound 7d-cis,22,0.4177300959909656,0.3313276991390513,-0.0758,0.2633,0.0297
BLCA,BRD-K88742110,23,0.2144268774703557,0.1192770056794309,-0.1162,0.2854,0.1485
BLCA,BRD-K14844214,22,-0.1460191981931112,-0.3983807247941806,-0.0775,0.2613,0.6337
BLCA,bosutinib,23,-0.4130434782608696,-0.5337922798557393,-0.0682,0.2654,0.8812
BLCA,doxorubicin,24,0.4359999999999999,0.3455207984671675,-0.0881,0.2509,0.0198
BLCA,BRD-K80183349,21,0.1976623376623376,0.0615212052523114,-0.114,0.278,0.1782
BLCA,CHIR-99021,23,-0.4707509881422925,-0.6148601665291985,-0.0565,0.2828,0.9208
BLCA,PYR-41,21,-0.2594348951379454,-0.4239326547897848,-0.0741,0.3018,0.7426
BLCA,UNC0321,23,0.1396637676281975,0.0607465755674364,-0.0548,0.2381,0.2178
BLCA,SCH-79797,23,-0.0452569169960474,-0.2836580124560919,-0.0467,0.23,0.5545
BLCA,spautin-1,20,0.2396992481203007,0.0748240803665475,-0.0877,0.2941,0.1584
BLCA,tanespimycin,24,-0.3448695652173913,-0.391353601756079,-0.0592,0.2768,0.8416
BLCA,BRD-K02492147,20,-0.1016923727424961,-0.2361590914930719,-0.1139,0.3135,0.4851
BLCA,lapatinib,24,0.2485217391304347,0.1920478710815685,-0.1019,0.2425,0.1188
BLCA,SGX-523,22,0.1611518915866742,-0.0053119460833253,-0.1014,0.2378,0.1683
BLCA,nutlin-3,25,-0.1418461538461538,-0.2271229154441358,-0.0905,0.2635,0.5941
BLCA,BRD-K94991378,22,0.320000051070905,0.2444359577111395,-0.0943,0.2628,0.0693
BLCA,PRIMA-1-Met,20,-0.4475187969924811,-0.6112360263580422,-0.0746,0.3005,0.8812
BLCA,StemRegenin 1,23,-0.257905138339921,-0.4171168505090272,-0.0997,0.2697,0.703
BLCA,erastin,21,0.1246753246753246,0.0627155936844398,-0.1154,0.2755,0.2079
BLCA,MK-1775,23,0.3632411067193676,0.3080771269609982,-0.0724,0.2629,0.0792
BLCA,sildenafil,23,-0.1612648221343873,-0.3911103722873539,-0.1251,0.2874,0.5248
BLCA,GMX-1778,23,0.2209486166007905,-0.0072995488140321,-0.0967,0.2889,0.1683
BLCA,PX-12,23,-0.025296442687747,-0.0723465311245998,-0.0926,0.2879,0.4257
BLCA,temozolomide,25,0.1089230769230769,-0.0376697461371979,-0.0261,0.2723,0.396
BLCA,BRD-K66453893,22,-0.1211744776962168,-0.2319136825493717,-0.1052,0.2854,0.5347
BLCA,FQI-2,23,-0.1539525691699605,-0.2749936472641299,-0.0779,0.2863,0.6238
BLCA,temsirolimus,20,-0.3497744360902255,-0.5013666226465607,-0.0503,0.2619,0.8713
BLCA,cyclophosphamide,20,-0.2709774436090225,-0.367358644290874,-0.0749,0.2817,0.7228
BLCA,TGX-221,22,0.501072840203275,0.4186110323340231,-0.0953,0.2727,0.0099
BLCA,procarbazine,21,-0.3178156133188929,-0.4515702705586815,-0.0595,0.288,0.7822
BLCA,fluvastatin,20,0.2466165413533834,0.0385335832536785,-0.1087,0.2498,0.0693
BLCA,BRD-K41597374,23,-0.2725296442687747,-0.3081649553032378,-0.0772,0.2612,0.7426
BLCA,pazopanib,23,-0.325098814229249,-0.507550342593556,-0.1203,0.2788,0.7129
BLCA,BRD-K28456706,22,-0.5856195612158135,-0.6677327962008404,-0.1214,0.2862,0.9406
BLCA,quizartinib,23,0.1239130434782608,0.0127363349199322,-0.0705,0.2737,0.297
BLCA,16-beta-bromoandrosterone,23,-0.4932806324110672,-0.5992222290429886,-0.0775,0.269,0.9208
BLCA,foretinib,25,-0.105076923076923,-0.3315529848185823,-0.0218,0.2905,0.604
BLCA,ML029,20,-0.5759398496240602,-0.6604938858467695,-0.0968,0.2729,0.9604
BLCA,selumetinib,24,0.5036521739130434,0.4366247003595513,-0.041,0.2819,0.0396
BLCA,GSK-3 inhibitor IX,23,-0.067193675889328,-0.1574412371790184,-0.0798,0.2653,0.4653
BLCA,NSC23766,21,-0.0646753246753246,-0.1972478172411807,-0.0563,0.2739,0.5149
BLCA,GDC-0879,22,0.1008469791078487,-0.0180734029685471,-0.0939,0.2813,0.2871
BLCA,triptolide,23,-0.1264822134387351,-0.2580364810714316,-0.0695,0.2868,0.5248
BLCA,KHS101,23,0.2326086956521739,0.1255519936956949,-0.0402,0.3017,0.2079
BLCA,SB-525334,23,0.0221343873517786,-0.1379567484825312,-0.1024,0.2665,0.3366
BLCA,JQ-1,24,0.3895652173913043,0.2670239124457091,-0.0239,0.2902,0.0792
BLCA,NPC-26,23,-0.4189770328055113,-0.5255974540186884,-0.0293,0.2761,0.8911
BLCA,triazolothiadiazine,23,-0.2454545454545455,-0.3137993613327546,-0.1073,0.2811,0.6634
BLCA,CAY10594,22,0.3120271033314511,0.1232707374078041,-0.1165,0.259,0.099
BLCA,methotrexate,25,0.3872307692307692,0.3307021588069342,-0.0475,0.2778,0.0495
BLCA,Compound 1541A,22,0.1060417843026538,-0.0180818131210093,-0.0937,0.2746,0.2475
BLCA,dacarbazine,25,0.1307692307692307,0.0546464448733876,-0.0724,0.2534,0.2475
BLCA,olaparib,25,-0.1656923076923077,-0.3238754587037391,-0.1185,0.2884,0.5446
BLCA,SB-431542,23,0.0150197628458498,-0.1219453832075177,-0.0512,0.2836,0.4257
BLCA,SN-38,24,0.2024347826086956,0.0723511674923439,-0.1385,0.2632,0.1386
BLCA,regorafenib,22,-0.0513833992094861,-0.1410153702588044,-0.0543,0.2873,0.505
BLCA,Ch-55,22,0.0748729531338227,-0.1502136332702205,-0.0462,0.2751,0.3564
BLCA,LBH-589,23,0.1689723320158103,0.0776587200771259,-0.045,0.2547,0.198
BLCA,SU11274,23,0.0114624505928853,-0.0641570100797099,-0.0643,0.2524,0.4059
BLCA,BRD-K13999467,22,0.1498588368153585,0.1038778768016872,-0.0871,0.2993,0.2376
BLCA,GW-405833,23,0.166600790513834,-0.0691351499834606,-0.1027,0.2651,0.1782
BLCA,BRD-K85133207,22,-0.15957086391869,-0.3093855152451411,-0.0878,0.2496,0.6337
BLCA,EX-527,21,0.154025974025974,0.0162028318748944,-0.1256,0.2817,0.1782
BLCA,tosedostat,21,-0.1387012987012987,-0.2760789876521891,-0.0859,0.3143,0.5842
BLCA,BRD-K64610608,23,-0.1304347826086956,-0.2751224683138922,-0.1193,0.2801,0.505
BLCA,purmorphamine,23,-0.2792191832214128,-0.3224156704942514,-0.0915,0.2668,0.7624
BLCA,cytochalasin B,22,0.0793901750423489,-0.0696999996987997,-0.0792,0.2768,0.297
BLCA,BRD-K04800985,23,0.26699604743083,0.2280031694755188,-0.1284,0.2986,0.1089
BLCA,B02,21,0.4787012987012987,0.3325301367197323,-0.118,0.2932,0.0396
BLCA,fluorouracil,25,-0.1486153846153846,-0.2593598747584225,-0.0479,0.2432,0.6733
BLCA,ML203,23,-0.5675889328063242,-0.6337756667308653,-0.0596,0.2783,0.9802
BLCA,IC-87114,21,-0.1141000890640406,-0.1840234517698382,-0.079,0.283,0.5446
BLCA,PLX-4032,23,-0.0039535459571173,-0.0603309855045252,-0.0578,0.256,0.4257
BLCA,cerulenin,23,0.2195652173913043,0.0991813571556144,-0.0725,0.2819,0.1683
BLCA,SRT-1720,21,0.2522077922077922,0.1180925290881424,-0.0554,0.3013,0.1683
BLCA,bortezomib,25,0.3093846153846153,0.1506342803730879,-0.0463,0.2585,0.1287
BLCA,LY-2183240,23,0.3399209486166007,0.2659808814804559,-0.1096,0.2729,0.0792
BLCA,BRD8958,21,-0.2352177234691498,-0.3835860057282559,-0.0956,0.2773,0.6436
BLCA,PF-573228,23,-0.2104743083003952,-0.4193867724092094,-0.0826,0.2571,0.6436
BLCA,ruxolitinib,23,-0.2594861660079051,-0.3616409723650832,-0.0775,0.2804,0.6634
BLCA,ZSTK474,23,-0.0884605907905007,-0.3103002983132988,-0.0734,0.2673,0.5446
BLCA,nilotinib,25,-0.1258461538461538,-0.303712060281843,-0.122,0.276,0.4653
BLCA,XL765,23,-0.3756678395551659,-0.6234791100132604,-0.0283,0.2828,0.901
BLCA,importazole,21,0.1788892591912623,0.021780602028919,-0.1216,0.2792,0.1881
BLCA,YK 4-279,25,0.1369230769230769,0.0480651103424035,-0.0245,0.2641,0.3366
BLCA,ML083,23,-0.0966641986515192,-0.2796671739843668,-0.0477,0.2701,0.5842
BLCA,ABT-737,24,0.0561739130434782,-0.0752252251455684,-0.0921,0.2342,0.2772
BLCA,RG-108,21,0.0184415584415584,-0.0624838821945527,-0.0861,0.2411,0.3564
BLCA,IPR-456,23,-0.195404008930525,-0.4537066107187516,-0.0745,0.269,0.6733
BLCA,BRD1812,23,0.3752964426877471,0.3286877051367499,-0.0737,0.2993,0.0693
BLCA,BRD-K66532283,20,0.0219548872180451,-0.0962437736665141,-0.1078,0.2633,0.2871
BLCA,KX2-391,23,0.0379446640316205,-0.0216074439177875,-0.0807,0.287,0.3465
BLCA,PHA-793887,23,0.1950592885375494,0.0335812100392842,-0.0893,0.2627,0.1881
BLCA,BRD-K17060750,20,-0.0430315378832448,-0.0867347864273354,-0.0862,0.2829,0.4455
BLCA,NSC 74859,21,-0.4180578330264939,-0.4916235557048769,-0.0925,0.2895,0.8911
BLCA,AC55649,22,0.2140193566797982,0.0259650598020955,-0.0762,0.2926,0.2079
BLCA,PRL-3 inhibitor I,23,0.1786561264822134,-0.0099014516917614,-0.1107,0.2992,0.2079
BLCA,AZD7762,25,-0.0039999999999999,-0.1660403837166204,-0.0253,0.2719,0.5446
BLCA,NVP-BSK805,23,-0.3132411067193675,-0.4294934359005795,-0.1128,0.2603,0.7822
BLCA,BRD-K52037352,21,-0.1272727272727273,-0.3068184165706175,-0.1397,0.2296,0.4851
BLCA,BRD-K16147474,21,-0.0910273851568023,-0.1915244546904385,-0.1188,0.3135,0.4455
BLCA,CCT036477,22,-0.3160926030491248,-0.4696302822412785,-0.048,0.2784,0.8317
BLCA,CAL-101,21,-0.0935064935064935,-0.2551578886558054,-0.1074,0.2894,0.4653
BLCA,myricetin,22,-0.3765038274960434,-0.4340850281381042,-0.1251,0.2737,0.8218
BLCA,WAY-362450,23,-0.2768774703557312,-0.3794953568421673,-0.0894,0.2922,0.7426
BLCA,entinostat,25,0.0701538461538461,-0.0198193897877315,-0.0492,0.2423,0.3267
BLCA,AZD6482,23,-0.1063241106719367,-0.1646092920458677,-0.1131,0.2856,0.4257
BLCA,BRD-A71883111,20,-0.2294736842105263,-0.4783782057263576,-0.1005,0.2649,0.6238
BLCA,VU0155056,22,0.1141727837380011,0.0266520614499577,-0.0411,0.2957,0.3366
BLCA,nelarabine,23,0.0098814229249011,-0.0968461181176882,-0.1178,0.2714,0.3465
BLCA,chlorambucil,22,0.1265951439864483,0.0621289545688312,-0.0677,0.2774,0.2673
BLCA,PIK-93,23,-0.149802371541502,-0.3051644813011324,-0.0793,0.276,0.5941
BLCA,navitoclax,24,-0.3269565217391303,-0.4129374489775084,-0.0764,0.2583,0.8416
BLCA,veliparib,24,-0.0723478260869565,-0.1353520121272597,-0.0651,0.2929,0.5347
BLCA,NVP-BEZ235,21,-0.035064935064935,-0.1400506641226747,-0.0802,0.276,0.4356
BLCA,TG-101348,23,-0.5278656126482213,-0.6701025887536617,-0.1014,0.2277,0.9802
BLCA,BRD6340,22,-0.15957086391869,-0.320856597663224,-0.0506,0.2816,0.6535
BLCA,OSI-027,25,-0.0226153846153846,-0.2811261912016731,-0.0775,0.2562,0.396
BLCA,GW-843682X,22,-0.4816487859966121,-0.7058429245550737,-0.1377,0.275,0.8911
